age_calBP,palaeo_co2,palaeo_MGS_temp,modern_co2,modern_MGS_temp,recon_mi,corrected_mi_dongyang,corrected_mi
5351.9,266.45000000000005,13.96393687,332.165,11.5795742,0.316056237,0.6264010092782246,0.5675645815774757
5497.7,265.2,11.83126825,332.165,11.5795742,0.412490641,0.6097085365254818,0.5492638379591277
5886.7,263.1,11.88589447,332.165,11.5795742,0.391133233,0.5969861152329752,0.5355134958652621
5935.4,263.7,13.24676711,332.165,11.5795742,0.339898597,0.6193318632445605,0.5582335878503422
5984.1,263.7,13.83203634,332.165,11.5795742,0.332253116,0.6421331514168204,0.5833970862707779
6470.4,261.15,13.67072708,332.165,11.5795742,0.350073633,0.6558193133174246,0.5988180311177453
6567.6,261.1,12.204609080000001,332.165,11.5795742,0.38914588,0.6189319467543326,0.5560534039285835
6713.5,260.75,11.94124417,332.165,11.5795742,0.407395348,0.623751909228873,0.5605771762041359
6810.9,262.5,11.1418798,332.165,11.5795742,0.475833736,0.6487663432081087,0.5804845103359715
7005.4,257.85,11.11389079,332.165,11.5795742,0.430356324,0.6041456078606362,0.5440450769670236
7102.6,259.95000000000005,11.39824068,332.165,11.5795742,0.473056193,0.6608986733098307,0.59812831187279
7199.9,262.65,11.58464483,332.165,11.5795742,0.442475602,0.6413454181617136,0.5715403379112128
7345.8,261.85,12.20306117,332.165,11.5795742,0.372048893,0.6067178596391372,0.5368201331919582
7491.9,259.54999999999995,12.88601042,332.165,11.5795742,0.370763158,0.6407204120470501,0.579455474738141
7637.8,260.1,9.064651088,332.165,11.5795742,0.597089028,0.6597940202265116,0.5888923327562617
7783.9,260.04999999999995,9.333725247,332.165,11.5795742,0.584654121,0.6620465172272376,0.592016426678353
7881.1,259.45,8.794354345,332.165,11.5795742,0.624371735,0.6723225375366477,0.6017822760935464
8027.1,260.20000000000005,8.13463546,332.165,11.5795742,0.740464504,0.7528331888991345,0.6755811360130258
8124.3,259.45000000000005,8.275212419,332.165,11.5795742,0.712412559,0.7320421943857764,0.6580721430345304
8173,259.45000000000005,9.20557051,332.165,11.5795742,0.538331788,0.608579749364988,0.5405751149318385
8319,258.8,10.5180438,332.165,11.5795742,0.439784311,0.5826584534218413,0.5178860388628151
8562.3,260.7,10.77591641,332.165,11.5795742,0.44461928,0.600559711766867,0.5327459433858529
8659.5,261.25,10.1904456,332.165,11.5795742,0.442759064,0.5672989625138416,0.49698414157812576
8854.2,259.95,8.437032184,332.165,11.5795742,0.75469126,0.7816902465254312,0.7074531941463219
9194.8,262.85,13.25014099,332.165,11.5795742,0.176094778,0.47831051229730503,0.3919277517338731
9340.7,263.75,13.97342341,332.165,11.5795742,0.149749071,0.4909385616112184,0.40203113050746936
9389.3,264.5,13.6072775,332.165,11.5795742,0.14695994,0.46882640307995005,0.3774593716922875
9437.9,265.2,12.53181058,332.165,11.5795742,0.210791251,0.4673543766050094,0.3830049484094066
9535.1,260.9,13.05167325,332.165,11.5795742,0.156333799,0.44577239884132774,0.36542883112016167
9583.8,263.8,12.82185998,332.165,11.5795742,0.193001577,0.4648994754111352,0.3837790298983428
9681,263.8,13.80559523,332.165,11.5795742,0.151967372,0.47907367040341636,0.39505796098403495
9827,264.4,13.72057449,332.165,11.5795742,0.142178169,0.46457978814959144,0.37890148049432587
9973.1,264.29999999999995,8.12831203,332.165,11.5795742,0.663436326,0.6589109029452916,0.5913942065961024
10070.4,264.1,13.12631885,332.165,11.5795742,0.154033768,0.4416598247790649,0.35962793522220005
10216,263.4,9.600079948,332.165,11.5795742,0.499189321,0.5746273330409094,0.5152182679920014
10361.9,265.29999999999995,13.87780354,332.165,11.5795742,0.155930327,0.48163685132001754,0.39958320139037556
10507.8,267.5,9.140485107,332.165,11.5795742,0.534901113,0.5845573744396639,0.5158543056858444
10653.8,266.9,13.60681408,332.165,11.5795742,0.153565421,0.46616779059180236,0.3787088053039894
10751,266.45,10.06987099,332.165,11.5795742,0.488595029,0.5903174683472823,0.5242111093872484
10848.1,265.1,12.03932121,332.165,11.5795742,0.211316296,0.43502711586493964,0.3571262058198653
10945.4,266.35,8.492276764,332.165,11.5795742,0.686439426,0.7034252264489744,0.6300022425660876
11140,264.8,8.39624883,332.165,11.5795742,0.683706165,0.6981680412487117,0.6252208647823873
11237.4,264.85,7.884817714,332.165,11.5795742,0.760968233,0.7493385710859995,0.6708709495658735
11383.4,266.5,9.427712715,332.165,11.5795742,0.627492888,0.703771120712772,0.6251888980573469
11480.7,268.135,8.205429926,332.165,11.5795742,0.788202813,0.8012569739778603,0.7087082901652688
11577.7,263.895,10.09593622,332.165,11.5795742,0.447060585,0.5675105597990536,0.4900808296443096
11675,251.085,9.024049523,332.165,11.5795742,0.632022258,0.6966037197562446,0.6419396117801233
11820.9,257.17,8.3408561,332.165,11.5795742,0.742890062,0.7777179461244956,0.6967168241644864
11966.7,251.45499999999998,9.145959462,332.165,11.5795742,0.515247988,0.6012430435796994,0.5331416805583038
12064,252.065,9.86431617,332.165,11.5795742,0.418832605,0.5511297726351294,0.4765348575746892
12307.3,249.825,7.724060722,332.165,11.5795742,0.888035108,0.9156570002457671,0.8188866780373439
12404.3,244.7,8.423340997,332.165,11.5795742,0.687845715,0.7566294116707599,0.677742785778835
12504.6,245.57999999999998,7.375107029,332.165,11.5795742,0.886041176,0.9035823482895456,0.8066507651157859
12605.1,247.555,7.612778546,332.165,11.5795742,0.968062491,1.0046034001321935,0.8952814877450963
12672.1,243.24,8.088367475,332.165,11.5795742,0.703922135,0.7652719825990074,0.6777037585123338
12839.2,240.75,9.401961449,332.165,11.5795742,0.49690508,0.6357043872735906,0.5562101789867043
13006.4,237.05,9.762095589,332.165,11.5795742,0.426723355,0.591550346866949,0.5167734093389441
13073.4,239.735,7.053631449,332.165,11.5795742,1.028122046,1.0475435550490757,0.939237221821332
13307.2,236.86,10.26300531,332.165,11.5795742,0.362069996,0.5622551738158801,0.48097945709588996
13374.3,237.34500000000003,9.914492323,332.165,11.5795742,0.396111785,0.5757226628868937,0.49410505484416484
13407.8,237.83,8.067141466,332.165,11.5795742,0.823121875,0.9007120714647017,0.8065929340097966
13474.6,239.04000000000002,10.86057701,332.165,11.5795742,0.300843216,0.5376209629612287,0.44704210096795144
13575,239.84500000000003,7.712267816,332.165,11.5795742,0.921017115,0.9800840986321375,0.8752573136347838
13675.2,240.07,10.15850913,332.165,11.5795742,0.397539342,0.5884412831239129,0.5019606715928183
13809.1,240.09500000000003,7.188131409,332.165,11.5795742,1.052250493,1.0805486189830076,0.9697779533039032
13909.1,239.26,8.483452625,332.165,11.5795742,0.732591862,0.8271886449091226,0.7389937416773608
13976.1,238.245,10.01439549,332.165,11.5795742,0.410806528,0.5902322969557721,0.5119364957737859
14076.5,237.075,7.939902882,332.165,11.5795742,0.819861245,0.8860315577787794,0.7978605023692479
14243.7,238.405,7.508672796,332.165,11.5795742,0.998680971,1.0468480744290316,0.9420086797368658
14410.8,242.575,8.507830296,332.165,11.5795742,0.691887449,0.7957053387854649,0.6919826105733661
14577.8,238.87,7.896279956,332.165,11.5795742,0.832834262,0.9113063841909482,0.803145179429085
14778.5,227.58999999999997,7.447234926,332.165,11.5795742,0.976159068,1.0409735355665395,0.9462424659764044
14878.8,230.035,7.823516371,332.165,11.5795742,0.913243715,1.002507582599797,0.9010841941124047
15012.4,226.875,7.759372255,332.165,11.5795742,0.896741106,0.9875047459206464,0.8901584972745338
15046,227.185,7.941689934,332.165,11.5795742,0.884361324,0.9866119982164407,0.8882574230880067
15917.7,223.51,7.418363967,332.165,11.5795742,0.908882437,1.0069203019518778,0.891094374198133
16085,223.325,11.95291335,332.165,11.5795742,0.266834828,0.6229974073488171,0.5193197174997259
22327.5,187.12,8.75020469,332.165,11.5795742,0.705856498,0.9963354345112314,0.9006680641418635
22836.3,186.13,8.543123651,332.165,11.5795742,0.634290209,0.9139768238322398,0.8209165332978053
23698,185.56,7.468589892,332.165,11.5795742,0.886967644,1.1259614154426056,1.0055570450061708
24206.4,185.70499999999998,8.378137372,332.165,11.5795742,0.635343969,0.9127373331800057,0.813620797412615
25577.7,184.95999999999998,9.989920315,332.165,11.5795742,0.397465114,0.7606265919466474,0.676565639956532
25644.2,184.95999999999998,11.25337716,332.165,11.5795742,0.354327421,0.7863383162442313,0.7088588482004842
26087,184.54500000000002,13.87316403,332.165,11.5795742,0.204936783,0.7833996817064575,0.7152659500041179
26264.1,184.17000000000002,13.28228116,332.165,11.5795742,0.235557568,0.7799040221749425,0.7129377340383231
26414.2,184.89,12.11521218,332.165,11.5795742,0.263210641,0.7445442388921552,0.6675270162874019
26897,187.255,12.06458548,332.165,11.5795742,0.276575993,0.7523266309529288,0.667949913668582
27038.9,187.39,12.89702152,332.165,11.5795742,0.227831458,0.7510799571111009,0.666990164629705
27558.3,191.74,10.82007623,332.165,11.5795742,0.375245825,0.7765417895394737,0.6756463245804218
27876.4,189.93,10.03984846,332.165,11.5795742,0.414976417,0.7717211812150206,0.6765792768712061
28006.3,189.29,12.28998773,332.165,11.5795742,0.279544334,0.7626018680797584,0.6758684272274746
28076.8,189.625,9.905439573,332.165,11.5795742,0.435997599,0.7839680139222787,0.6909555751939682
28171,190.89,10.56405378,332.165,11.5795742,0.348664484,0.7357841273787359,0.6368518149891227
28618.7,192.95999999999998,11.71521861,332.165,11.5795742,0.304098339,0.7537508995388036,0.6514623217742213
28736.5,193.845,10.69893347,332.165,11.5795742,0.346170554,0.7390255487059213,0.6305027226069004
29301.3,191.7,11.10053589,332.165,11.5795742,0.341264145,0.7543944082704791,0.6579529666145304
29877,191.175,11.763726460000001,332.165,11.5795742,0.332595388,0.7796613238899495,0.6909699095704273
30017.8,191.57,9.334365814,332.165,11.5795742,0.499775761,0.8111734448343663,0.7129169049781348
30087.9,189.91,8.011004741,332.165,11.5795742,0.52595344,0.7641955050810099,0.6665467398985898
30227.7,187.5,10.16889035,332.165,11.5795742,0.381122317,0.7413165964420073,0.6600946987823898
30367.4,185.145,12.39409203,332.165,11.5795742,0.254852549,0.7415972342230006,0.674591090574439
30426.1,183.62,10.31340307,332.165,11.5795742,0.38381423,0.7515556394782755,0.6879432405376786
30495.4,183.62,9.807597205,332.165,11.5795742,0.458476942,0.7962179501990203,0.7328180408063131
30554.7,182.94,10.72628245,332.165,11.5795742,0.413035047,0.801258604013667,0.7456168456217426
30566.5,185.04,10.81523689,332.165,11.5795742,0.370885582,0.7655264683957325,0.6989205989805697
30624.2,185.04,11.11092176,332.165,11.5795742,0.372774585,0.7828249789811026,0.7187438402064941
30671.2,187.14,11.62063552,332.165,11.5795742,0.405121437,0.840159305460758,0.7738868895820323
30768.4,188.735,11.61915614,332.165,11.5795742,0.364941501,0.8019329119830046,0.7256948503528755
30896.8,190.33,11.90411583,332.165,11.5795742,0.228672304,0.6927230432141256,0.59593198795113
31202.7,188.24,10.36564522,332.165,11.5795742,0.439761,0.8063375301279267,0.7281375337005802
37481.6,209.84,8.621656855,332.165,11.5795742,0.400005957,0.612304382013335,0.5064787675804612
37550.9,212.07,9.294490808,332.165,11.5795742,0.317080532,0.5713324575819907,0.4551670673701924
38201.9,206.52,14.4218329,332.165,11.5795742,0.149336462,0.6931444660702284,0.5978742740974178
38313.3,207.70499999999998,13.14134582,332.165,11.5795742,0.172346245,0.6493185649417602,0.5426603357378245
38432.8,209.01,14.29310299,332.165,11.5795742,0.128405629,0.6706639975536193,0.5589731940536228
38457.9,209.01,12.86821493,332.165,11.5795742,0.198946703,0.6592583732311033,0.5497252294419378
38522.7,208.655,14.7337641,332.165,11.5795742,0.156402221,0.715947029874576,0.615762417321711
38643,204.625,14.27019519,332.165,11.5795742,0.122189838,0.6662390478507774,0.567514320146049
38755.5,206.315,14.77342623,332.165,11.5795742,0.142125338,0.7081742220801681,0.6118262499175191
38822.4,205.87,15.50429324,332.165,11.5795742,0.112089154,0.7194198513689317,0.6250533717121892
38898.8,205.82,15.10593625,332.165,11.5795742,0.116388223,0.7045725078849576,0.606122589656568
39088.6,205.8,15.12987424,332.165,11.5795742,0.151792686,0.7365550559354335,0.6452990842753707
40010.6,192.6,12.20404174,332.165,11.5795742,0.202487062,0.6414581595109752,0.5772729962865798
40128.3,193.385,12.20320669,332.165,11.5795742,0.159859727,0.6065257209086411,0.5300143232441482
40213.5,195.79500000000002,14.53982,332.165,11.5795742,0.100303053,0.6753610625994052,0.5955805914343038
40328.2,199.61,12.06368334,332.165,11.5795742,0.264318733,0.691699884619597,0.6049827702513836
43112.3,203.70999999999998,12.2468282,332.165,11.5795742,0.324276359,0.7428785068169099,0.6620458089073392
50103.4,205.56,11.69675181,332.165,11.5795742,0.319014784,0.6850003756302077,0.6173822457370497
50327.5,207.075,10.94162679,332.165,11.5795742,0.368426334,0.6906755324574344,0.6180528286439857
50494.6,207.075,11.14155355,332.165,11.5795742,0.3648163,0.6974299457542767,0.6260982241635565
50644.9,207.52499999999998,10.18073863,332.165,11.5795742,0.452932082,0.7301979455356135,0.6571358632816308
50794.7,207.52499999999998,11.53098973,332.165,11.5795742,0.320255545,0.6754542179209857,0.6019174689473857
51054.1,209.605,11.00887096,332.165,11.5795742,0.357834886,0.6822211726308995,0.6024334110607701
51917.3,214.45,11.74205613,332.165,11.5795742,0.327151543,0.6899344596823799,0.5974176537413093
52051.3,214.45,9.194941581,332.165,11.5795742,0.53053942,0.7492906753744989,0.6536990042148962
53474.9,222.2,8.876912391,332.165,11.5795742,0.567950467,0.7660211899389447,0.6481002428355037
53907.5,220.755,13.0761138,332.165,11.5795742,0.258430145,0.6917931043963782,0.5833489908215344
54566.8,215.925,12.85988607,332.165,11.5795742,0.233151497,0.6576350193151492,0.5606677415930919
57094.6,215.7,10.33146231,332.165,11.5795742,0.414956646,0.6920098738339969,0.6004116574374704
57790.9,220.55,8.96802769,332.165,11.5795742,0.70334936,0.9072189292099165,0.792172684419001
58278.8,223.75,10.27202236,332.165,11.5795742,0.524065346,0.7977619033675784,0.6811884905433222
58577.4,223.15,12.42631624,332.165,11.5795742,0.290974105,0.6900551193493052,0.5717061593207413
58615.8,223.15,9.588725633,332.165,11.5795742,0.547774033,0.786375886920602,0.6667181240579722
60003.3,220.055,10.02025355,332.165,11.5795742,0.634828863,0.9055405491180213,0.7885784716529057
61978.6,206.38,10.08317323,332.165,11.5795742,0.567094259,0.8493897843516657,0.7700058769568469
64182.3,199.73,11.13913447,332.165,11.5795742,0.449834252,0.7869603598737306,0.7393438570762163
66099.6,200.59,10.63724487,332.165,11.5795742,0.438965182,0.7426888484639022,0.6950062512509982
66764.1,205.8,11.62490119,332.165,11.5795742,0.31995848,0.679707072493925,0.6132670768792514
66916.3,207.21,10.66539682,332.165,11.5795742,0.541047523,0.840845278953591,0.7758925251288417
67125.4,204.175,8.508065841,332.165,11.5795742,0.666347856,0.84934380932189,0.7818062847170418
67390.9,202.45,8.77087474,332.165,11.5795742,0.677762427,0.8742074115029781,0.8150649016819209
67520,202.45,9.20782017,332.165,11.5795742,0.594733992,0.8134514498330961,0.7590135880658206
67794.3,201.96499999999997,10.61233904,332.165,11.5795742,0.485935298,0.7793114816453914,0.7359361077558066
67904.8,201.96499999999997,11.6370442,332.165,11.5795742,0.389816189,0.7397284931994799,0.6995230855501261
68027.8,201.96499999999997,8.725630571,332.165,11.5795742,0.624259047,0.814365172310209,0.7611079761819438
68193.9,201.8,11.58136348,332.165,11.5795742,0.391475373,0.737378642113665,0.6985113933442432
69007.2,204.425,10.55395816,332.165,11.5795742,0.472316077,0.7573878915418146,0.7097154044805576
69145.4,208.33999999999997,10.04708309,332.165,11.5795742,0.450747826,0.708815524527118,0.6442815395941682
69417.4,208.33999999999997,10.16347574,332.165,11.5795742,0.475825044,0.7383423134072999,0.6763003421357142
69696.6,213.405,10.77333678,332.165,11.5795742,0.514907297,0.8073358361215578,0.7346161445420794
70097.5,217.94,10.92556332,332.165,11.5795742,0.473460075,0.7722607039677374,0.6868373202228717
70400.9,217.94,10.30970002,332.165,11.5795742,0.548527095,0.8116593757538874,0.7260655216336929
70623,222.75,10.97530373,332.165,11.5795742,0.504128543,0.8015084302109283,0.705533830521784
70849.2,222.75,9.75556054,332.165,11.5795742,0.584688866,0.8150610187260001,0.714462192934303
71044.4,230.095,8.968506433,332.165,11.5795742,0.638730583,0.8254285661181909,0.7002305330828862
71279.3,235.02,8.744080699,332.165,11.5795742,0.688638057,0.8618472482085116,0.7225257569401409
71393,236.29000000000002,9.227672658,332.165,11.5795742,0.607153168,0.8049406534186538,0.6670085853606086
71680.6,236.29000000000002,8.453657641,332.165,11.5795742,0.675414599,0.829151252428258,0.6891579113385872
71931,238.51,9.776834455,332.165,11.5795742,0.543685044,0.7667502994775096,0.6298938852184174
72956.6,231.61,11.32698492,332.165,11.5795742,0.503650967,0.8009246153213102,0.6990693454380175
73060.4,231.61,10.45845817,332.165,11.5795742,0.457693002,0.7094560537890733,0.6023429347592908
73179.3,231.61,10.98921181,332.165,11.5795742,0.454934563,0.7337794841880383,0.630167225905589
73247.8,230.89,10.94173827,332.165,11.5795742,0.494958591,0.7699079531622525,0.6698537873643114
73356.3,231.815,13.44265358,332.165,11.5795742,0.270772893,0.6865780875601423,0.5827582707046763
73444.2,231.815,11.19976731,332.165,11.5795742,0.389494086,0.6803207525237506,0.5756093716372592
73581.4,231.815,12.58853867,332.165,11.5795742,0.318173863,0.6846870011979838,0.5825598782354593
73736.8,232.74,9.509299405,332.165,11.5795742,0.641119316,0.8354568385064368,0.7268507534732642
73826.7,232.03500000000003,12.67803933,332.165,11.5795742,0.347830687,0.7144936957530386,0.6175467355169515
73915,232.03500000000003,8.479175414,332.165,11.5795742,0.749419607,0.8880072486058681,0.7747785543172093
73970.2,232.03500000000003,12.27666533,332.165,11.5795742,0.320013812,0.6675329684008157,0.5659179058667843
74049.2,232.03500000000003,8.547721345,332.165,11.5795742,0.717374389,0.8579744029067593,0.7474080527690181
74151,231.33,9.458207956,332.165,11.5795742,0.681350769,0.8706712894037769,0.7677028033263547
74327.6,236.28500000000003,11.50976167,332.165,11.5795742,0.434181616,0.7324139106159132,0.6259618140095523
74502.5,236.28500000000003,10.73743802,332.165,11.5795742,0.50706605,0.7615088234630124,0.6548528558743567
74714.2,242.255,10.57566729,332.165,11.5795742,0.434248083,0.6809310979614986,0.5564217065792029
74796,242.255,13.04875526,332.165,11.5795742,0.344271979,0.7230714800176934,0.6060968456938702
75018.3,242.255,10.61991408,332.165,11.5795742,0.39922786,0.6478820653995819,0.5238321595780926
75239.4,246.395,11.52481481,332.165,11.5795742,0.330329876,0.6297037710153509,0.494475842901732
75345.2,246.395,10.93548918,332.165,11.5795742,0.428451958,0.6904654892984408,0.5602555288814012
75588.4,249.73000000000002,14.84678562,332.165,11.5795742,0.17133016,0.6550320138954159,0.5082001765503339
75805,249.73000000000002,12.66276102,332.165,11.5795742,0.230501437,0.5960474009218006,0.4476238934651398
76022.3,244.64,13.41311389,332.165,11.5795742,0.203011049,0.609258258840971,0.4744428183107577
76388.6,238.675,11.43654993,332.165,11.5795742,0.343708627,0.6326261622239162,0.523526180814813
76495.4,238.675,9.903207252,332.165,11.5795742,0.461945599,0.663365489929064,0.5554165193899937
77497.2,228.3,12.11234113,332.165,11.5795742,0.350544737,0.670761102140251,0.5987904888885353
77713.4,225.785,13.04618183,332.165,11.5795742,0.283252684,0.6562414595850924,0.5912607701513402
77950.7,225.785,10.23140305,332.165,11.5795742,0.49141911,0.705468412119494,0.6399946931949793
78145.2,225.39499999999998,11.89759837,332.165,11.5795742,0.342837887,0.6506533602911996,0.5873626502860756
78468.6,225.39499999999998,9.94364351,332.165,11.5795742,0.544042026,0.7406199798546491,0.6769959280155874
78624.9,225.72,9.541530649,332.165,11.5795742,0.63537798,0.8097765962834218,0.7433205431117376
78728.2,225.72,9.839326082,332.165,11.5795742,0.59138194,0.7815656572966174,0.7171208105296988
79501.5,232,11.73525465,332.165,11.5795742,0.29082376,0.5913496268057234,0.5054625542047667
79708,232,11.71922093,332.165,11.5795742,0.338229711,0.6336491284678601,0.5527654177198201
79925.7,232.67000000000002,12.71741277,332.165,11.5795742,0.242935212,0.5982663893763258,0.5100711406808174
80714.2,232.26,13.14753019,332.165,11.5795742,0.348505066,0.7137509366279888,0.644824706675461
81138.2,232.125,15.29822894,332.165,11.5795742,0.223182342,0.7060572734617102,0.6396364974107858
81358.7,232.23000000000002,13.44468692,332.165,11.5795742,0.25587554,0.6436443330351693,0.5661823514599259
81623.3,232.23000000000002,10.43000247,332.165,11.5795742,0.523041752,0.7387870788545593,0.6644293926978191
81835,236.51,9.250155258,332.165,11.5795742,0.573802162,0.7254522625401653,0.6347705957037487
82893.5,243.595,10.57148827,332.165,11.5795742,0.465639061,0.6879499583573875,0.5841211206785946
83775.9,248.945,12.03590552,332.165,11.5795742,0.455085302,0.7524592901896286,0.6434717385137164
84990.7,236.555,10.14009563,332.165,11.5795742,0.52387234,0.7185034707678287,0.6363935255247726
86230.5,226.07,12.4406676,332.165,11.5795742,0.371661056,0.6917238065914023,0.6462832803097385
87105.7,222.345,10.71573373,332.165,11.5795742,0.445743229,0.672886249821455,0.6326873210925681
87895.4,220.715,11.75304194,332.165,11.5795742,0.389951545,0.6745459243828629,0.6416770146626272
93808.8,236.685,10.41012174,332.165,11.5795742,0.474058093,0.6850472064505265,0.601782656675547
94979.1,242.66,10.45671572,332.165,11.5795742,0.552053796,0.7616477081207792,0.6664658355049977
95716.6,244.555,10.60003213,332.165,11.5795742,0.520424208,0.7360859128684273,0.638125162540251
96188,245.98,11.09223252,332.165,11.5795742,0.469849047,0.7116072320409892,0.6118918491618467
98027.5,241.52,5.505091273,332.165,11.5795742,0.9367636,0.864495516246088,0.7547939877312514
98709.7,243.085,11.08428307,332.165,11.5795742,0.451786541,0.6865923033748703,0.6008101207762048
99962.7,245.63,11.1400965,332.165,11.5795742,0.394955257,0.6311758390988466,0.5400835380819997
100449.4,246.75,11.19874299,332.165,11.5795742,0.428430181,0.6646092639526362,0.5742533602476637
100904.9,246.315,11.38075401,332.165,11.5795742,0.394468245,0.640267514784044,0.5514206206813392
101773.9,242.415,13.28685292,332.165,11.5795742,0.252324019,0.6047346902403278,0.5243636912110148
102241.3,238.57,11.64684002,332.165,11.5795742,0.33644832,0.5952220215042526,0.5283347426086021
102482.3,238.57,12.16941986,332.165,11.5795742,0.301011718,0.5889194094166904,0.5218032195256314
102962.7,238.875,12.19390022,332.165,11.5795742,0.356866012,0.6398267732212078,0.5793705046030894
105756.1,253.18,13.47364603,332.165,11.5795742,0.232011156,0.5796777792378301,0.485463687067436
107516.1,238.385,11.17142187,332.165,11.5795742,0.420563929,0.6223581567119612,0.5869408430754122
107923.1,238.385,11.0461912,332.165,11.5795742,0.478996091,0.6689522036241896,0.638678904133439
108683.1,240.435,11.71636932,332.165,11.5795742,0.408347221,0.6301626249338312,0.6001683388505759
109721.8,244.285,10.15633805,332.165,11.5795742,0.519553248,0.6475769542192114,0.6124901086965461
110046,245.41,12.04962535,332.165,11.5795742,0.319362573,0.553341168017182,0.5153316531845207
110410.7,245.41,12.50141219,332.165,11.5795742,0.304706554,0.5607707664800836,0.5258091337508121
110749,246.69,12.67205132,332.165,11.5795742,0.279359721,0.5441829596839494,0.5060772382545473
111417.7,252.31,10.61303099,332.165,11.5795742,0.478844357,0.620057794831542,0.5777126466498093
112079.2,257.36,11.84370688,332.165,11.5795742,0.439006562,0.6424373036502599,0.595174983702935
112458.6,256.79,9.74631326,332.165,11.5795742,0.591552263,0.6793973103244102,0.6298149494534612
113175.1,264.75,11.25250106,332.165,11.5795742,0.384020215,0.5540840643661775,0.48929397087716747
113513,262.66499999999996,11.09404941,332.165,11.5795742,0.455656641,0.613444941426013,0.5571484329960126
113866.9,264.24,10.98341845,332.165,11.5795742,0.429149334,0.5811007141890447,0.5207871154077849
114396.6,271.485,11.01946328,332.165,11.5795742,0.497171718,0.6482759654692755,0.5750109928239087
115062.8,276.015,13.37474874,332.165,11.5795742,0.24227462,0.5302812973461515,0.43719658565261216
115781.1,275.06,11.24773921,332.165,11.5795742,0.461556788,0.6239200563808118,0.5444776016613191
116113.1,273.395,8.916916899,332.165,11.5795742,0.654070772,0.6891714835374805,0.6076745897974999
116716.3,273.83,11.09825919,332.165,11.5795742,0.482507792,0.6353271336845004,0.559730139958553
117485.2,274.505,11.73392532,332.165,11.5795742,0.347674884,0.5390186495031648,0.4579379122987116
118271.7,276.35,12.31862745,332.165,11.5795742,0.338948493,0.5612140932820535,0.47733277353329334
118760.7,272.73,11.77726666,332.165,11.5795742,0.338010799,0.5319534418499365,0.45434066292225034
119547.2,271.16499999999996,10.13937104,332.165,11.5795742,0.542676724,0.642718146811101,0.5715722840812263
120190.6,272.775,12.4968927,332.165,11.5795742,0.272493114,0.5098004457562877,0.4271735013393464
120787,278.15,13.13667566,332.165,11.5795742,0.275697352,0.5464377906677435,0.45391514384331016
121607.2,278.045,11.65031158,332.165,11.5795742,0.388215816,0.5751824398792497,0.4868142413004311
122274.4,278.625,13.44005405,332.165,11.5795742,0.292517981,0.579897912407327,0.4868489855833324
122671.2,279.08000000000004,11.66932912,332.165,11.5795742,0.420240944,0.6092365403907211,0.5180030870433038
122942.9,279.08000000000004,12.67559566,332.165,11.5795742,0.254974265,0.5086116611068694,0.4056598831580923
123213.8,276.88,11.9964898,332.165,11.5795742,0.344271401,0.5560941731505511,0.4639042901020893
123363.9,276.88,12.54065547,332.165,11.5795742,0.35004009,0.5902741029022581,0.4997413881516309
123573.2,274.6,13.19091079,332.165,11.5795742,0.196462421,0.4853030997567944,0.38321015415761117
